word	phonemes	number_letters	number_phonemes	freq_per_million
defies	d.I0.f.aI.z	6	5	0.86275
endearing	E.n.d.ir.56.r0.I.N	9	8	0.86275
imaginations	I.m.1.dZ.I0.n.eI.S.5.n.z	12	11	0.86275
invariably	I.n.v.Er.r0.I0.j.5.b.l.i	10	11	0.86275
madder	m.1.d.56	6	4	0.86275
misread	m.I0.s.r0.i.d	7	6	0.86275
pedicure	p.E.d.I0.k.j.Ur	8	7	0.86275
ramifications	r0.1.m.I0.f.I0.k.eI.S.5.n.z	13	12	0.86275
schoolyard	s.k.u.l.j.Ar.d	10	7	0.86275
splatter	s.p.l.1.t.56	8	6	0.86275
supervising	s.u.p.56.v.aI.z.I.N	11	9	0.86275
unplug	V.n.p.l.V.g	6	6	0.86275
amputate	1.m.p.j.u.t.eI.t	8	8	0.86275
believers	b.I0.l.i.v.56.z	9	7	0.86275
bloods	b.l.V.d.z	6	5	0.86275
circuitry	s.36.k.I.t.r0.i	9	7	0.86275
commendable	k.5.m.E.n.d.5.b.l	11	9	0.86275
consistently	k.5.n.s.I.s.t.5.n.t.l.i	12	12	0.86275
exemplary	E.g.z.E.m.p.l.56.r0.i	9	10	0.86275
intolerant	I.n.t.A.l.56.r0.5.n.t	10	10	0.86275
Kudos	k.j.u.d.oU.z	5	6	0.86275
pining	p.aI.n.I.N	6	5	0.86275
ravaged	r0.1.v.I0.dZ.d	7	6	0.86275
shamed	S.eI.m.d	6	4	0.86275
subscribe	s.5.b.s.k.r0.aI.b	9	8	0.86275
textbooks	t.E.k.s.t.b.U.k.s	9	9	0.86275
timeless	t.aI.m.l.5.s	8	6	0.86275
unsuccessful	V.n.s.5.k.s.E.s.f.l	12	10	0.86275
untouchable	V.n.t.V.tS.5.b.l	11	8	0.86275
upped	V.p.t	5	3	0.86275
antiseptic	1.n.t.I.s.E.p.t.I.k	10	10	0.86275
attachments	5.t.1.tS.m.5.n.t.s	11	9	0.86275
buffoon	b.V.f.u.n	7	5	0.86275
conform	k.A.n.f.or.m	7	6	0.86275
considerations	k.5.n.s.I.d.56.r0.eI.S.5.n.z	14	13	0.86275
demeaning	d.I0.m.i.n.I.N	9	7	0.86275
demographic	d.E.m.5.g.r0.1.f.I.k	11	10	0.86275
flung	f.l.V.N	5	4	0.86275
flutter	f.l.V.t.56	7	5	0.86275
forceful	f.or.s.f.l	8	5	0.86275
forwarded	f.or.w.56.d.I0.d	9	7	0.86275
gems	dZ.E.m.z	4	4	0.86275
lashes	l.1.S.I0.z	6	5	0.86275
mended	m.E.n.d.I0.d	6	6	0.86275
mongrel	m.A.N.g.r0.l	7	6	0.86275
pivotal	p.I.v.5.t.l	7	6	0.86275
torched	t.or.tS.t	7	4	0.86275
wail	w.eI.l	4	3	0.86275
activating	1.k.t.I0.v.eI.t.I.N	10	9	0.86275
applicants	1.p.l.I.k.5.n.t.s	10	9	0.86275
charlatan	S.Ar.l.5.t.5.n	9	7	0.86275
diaries	d.aI.56.r0.I.z	7	6	0.86275
differential	d.I.f.56.r0.E.n.S.l	12	9	0.86275
doped	d.oU.p.t	5	4	0.86275
eons	I0.j.A.n.z	4	5	0.86275
grading	g.r0.eI.d.I.N	7	6	0.86275
grouchy	g.r0.aU.tS.i	7	5	0.86275
holders	h.oU.l.d.56.z	7	6	0.86275
metaphors	m.E.t.5.f.or.z	9	7	0.86275
narcotic	n.Ar.k.A.t.I.k	8	7	0.86275
ordained	or.d.eI.n.d	8	5	0.86275
psychics	s.aI.k.I.k.s	8	6	0.86275
revise	r0.I0.v.aI.z	6	5	0.86275
sanitary	s.1.n.5.t.E.r0.i	8	8	0.86275
slaps	s.l.1.p.s	5	5	0.86275
smacking	s.m.1.k.I.N	8	6	0.86275
splint	s.p.l.I.n.t	6	6	0.86275
thingies	T.I.N.I.z	8	5	0.86275
yeast	j.i.s.t	5	4	0.86275
acceleration	5.k.s.E.l.56.r0.eI.S.5.n	12	11	0.86275
approves	5.p.r0.u.v.z	8	6	0.86275
decapitated	d.I0.k.1.p.I0.t.eI.t.I0.d	11	11	0.86275
gloating	g.l.oU.t.I.N	8	6	0.86275
grader	g.r0.eI.d.56	6	5	0.86275
inhibitions	I.n.h.I.b.I.S.5.n.z	11	10	0.86275
laces	l.eI.s.I0.z	5	5	0.86275
lifeline	l.aI.f.l.aI.n	8	6	0.86275
rascals	r0.1.s.k.l.z	7	6	0.86275
recycle	r0.I0.s.aI.k.l	7	6	0.86275
rigor	r0.I.g.56	5	4	0.86275
tricking	t.r0.I.k.I.N	8	6	0.86275
unconsciously	V.n.k.A.n.S.5.s.l.i	13	10	0.86275
unselfish	V.n.s.E.l.f.I0.S	9	8	0.86275
warpath	w.or.p.1.T	7	5	0.86275
backfire	b.1.k.f.aI.56	8	6	0.86275
cemeteries	s.E.m.I0.t.56.r0.i.z	10	9	0.86275
Emporium	E.m.p.or.r0.ir.m	8	7	0.86275
Iraq	I0.r0.1.k	4	4	0.86275
rammed	r0.1.m.d	6	4	0.86275
shafts	S.1.f.t.s	6	5	0.86275
snowstorm	s.n.oU.s.t.or.m	9	7	0.86275
vigil	v.I.dZ.I.l	5	5	0.86275
wrought	r0.O.t	7	3	0.86275
collapses	k.5.l.1.p.s.I0.z	9	8	0.86275
kidder	k.I.d.56	6	4	0.86275
licorice	l.I.k.or.r0.I0.s	8	7	0.86275
punitive	p.j.u.n.I0.t.I.v	8	8	0.86275
racks	r0.1.k.s	5	4	0.86275
remarry	r0.I0.m.1.r0.i	7	6	0.86275
sizzling	s.I.z.l.I.N	8	6	0.86275
teapot	t.i.p.A.t	6	5	0.86275
toenail	t.oU.n.eI.l	7	5	0.86275
unhook	V.n.h.U.k	6	5	0.86275
Chrysler	k.r0.aI.z.l.56	8	6	0.86275
denounce	d.I0.n.aU.n.s	8	6	0.86275
eyelash	aI.l.1.S	7	4	0.86275
pulses	p.V.l.s.I0.z	6	6	0.86275
stylist	s.t.aI.l.I.s.t	7	7	0.86275
avenged	5.v.E.n.dZ.d	7	6	0.86275
bedbugs	b.E.d.b.V.g.z	7	7	0.86275
beehive	b.i.h.aI.v	7	5	0.86275
hypothesis	h.aI.p.A.T.5.s.I.s	10	9	0.86275
incest	I.n.s.E.s.t	6	6	0.86275
Pontiac	p.A.n.S.I0.j.1.k	7	8	0.86275
protesters	p.r0.5.t.E.s.t.56.z	10	9	0.86275
rapes	r0.eI.p.s	5	4	0.86275
rapture	r0.1.p.tS.56	7	5	0.86275
resuscitate	r0.I0.s.V.s.I0.t.eI.t	11	9	0.86275
taxicab	t.1.k.s.I0.k.1.b	7	8	0.86275
callback	k.O.l.b.1.k	8	6	0.86275
constipated	k.A.n.s.t.I0.p.eI.t.I0.d	11	11	0.86275
fashions	f.1.S.5.n.z	8	6	0.86275
Huckleberry	h.V.k.l.I0.b.E.r0.i	11	9	0.86275
preemptive	p.r0.i.j.E.m.p.t.I.v	10	10	0.86275
roomie	r0.u.m.i	6	4	0.86275
sneezes	s.n.i.z.I0.z	7	6	0.86275
transference	t.r0.1.n.s.f.36.r0.5.n.s	12	11	0.86275
copycat	k.A.p.I0.k.1.t	7	7	0.86275
fornication	f.or.n.I0.k.eI.S.5.n	11	9	0.86275
harpoon	h.Ar.p.u.n	7	5	0.86275
reinforcement	r0.i.j.I.n.f.or.s.m.5.n.t	13	12	0.86275
Wherefore	w.Er.f.or	9	4	0.86275
Yugoslavia	j.u.g.5.s.l.A.v.ir	10	9	0.86275
Madre	m.1.d.56	5	4	0.86275
stapler	s.t.eI.p.l.56	7	6	0.86275
tryout	t.r0.aI.j.aU.t	6	6	0.86275
bogeyman	b.oU.g.I.m.5.n	8	7	0.86275
mutations	m.j.u.t.eI.S.5.n.z	9	9	0.86275
yams	j.1.m.z	4	4	0.86275
ascension	5.s.E.n.S.5.n	9	7	0.86275
Coliseum	k.A.l.aI.s.V.m	8	7	0.86275
missionaries	m.I.S.5.n.E.r0.i.z	12	9	0.86275
oncologist	A.n.k.A.l.5.dZ.I.s.t	10	10	0.86275
poncho	p.A.n.tS.oU	6	5	0.86275
scavenger	s.k.1.v.I.n.dZ.56	9	8	0.86275
Sheraton	S.E.r0.1.t.5.n	8	7	0.86275
croquet	k.r0.A.k.eI	7	5	0.86275
darkroom	d.Ar.k.r0.u.m	8	6	0.86275
Ebony	E.b.5.n.i	5	5	0.86275
swingers	s.w.I.N.g.56.z	8	7	0.86275
Tiff	t.I.f	4	3	0.86275
totem	t.oU.t.5.m	5	5	0.86275
Dow	d.aU	3	2	0.86275
fairest	f.Er.s.t	7	4	0.86275
Louisville	l.u.I0.s.v.I.l	10	7	0.86275
rugby	r0.V.g.b.i	5	5	0.86275
clinking	k.l.I.N.k.I.N	8	7	0.86275
dissection	d.aI.s.E.k.S.5.n	10	8	0.86275
envoy	E.n.v.OI	5	4	0.86275
chimpanzees	tS.I.m.p.5.n.z.i.z	11	9	0.86275
Bolivia	b.A.l.I.v.ir	7	6	0.86275
Birdman	b.36.d.m.5.n	7	6	0.86275
cranes	k.r0.eI.n.z	6	5	0.86275
caste	k.1.s.t	5	4	0.86275
Hanoi	h.1.n.OI	5	4	0.86275
Woodbury	w.U.d.b.E.r0.i	8	7	0.86275
Bowery	b.aU.56.r0.i	6	5	0.86275
Shire	S.aI.56	5	3	0.86275
toner	t.oU.n.56	5	4	0.86275
Augusta	O.g.V.s.t.5	7	6	0.86275
Locust	l.oU.k.V.s.t	6	6	0.86275
Alfonso	5.l.f.A.n.s.oU	7	7	0.86275
Hoagie	h.oU.dZ.i	6	4	0.86275
Jacky	dZ.1.k.i	5	4	0.86275
Helios	h.E.l.I0.j.oU.z	6	7	0.86275
Fico	f.i.k.oU	4	4	0.86275
Menelaus	m.E.n.I0.l.aU.s	8	7	0.86275
Dumbledore	d.V.m.l.d.or	10	6	0.86275
completing	k.5.m.p.l.i.t.I.N	10	9	0.84314
hallways	h.O.l.w.eI.z	8	6	0.84314
hormonal	h.or.m.A.n.l	8	6	0.84314
woodwork	w.U.d.w.36.k	8	6	0.84314
avail	5.v.eI.l	5	4	0.84314
confided	k.A.n.f.aI.d.I0.d	8	8	0.84314
disrupted	d.I0.s.r0.V.p.t.I0.d	9	9	0.84314
insistent	I.n.s.I.s.t.5.n.t	9	9	0.84314
lodging	l.A.dZ.I.N	7	5	0.84314
nonexistent	n.A.n.E.g.z.I.s.t.5.n.t	11	12	0.84314
overpriced	oU.v.56.p.r0.aI.s.t	10	8	0.84314
sanction	s.1.n.k.S.5.n	8	7	0.84314
amazes	5.m.eI.z.I0.z	6	6	0.84314
assigning	5.s.aI.n.I.N	9	6	0.84314
assures	5.S.j.Ur.z	7	5	0.84314
breezes	b.r0.i.z.I0.z	7	6	0.84314
constitute	k.A.n.s.t.I0.t.u.t	10	9	0.84314
generating	dZ.E.n.56.r0.eI.t.I.N	10	9	0.84314
getup	g.E.t.V.p	5	5	0.84314
inexcusable	I.n.E.k.s.k.j.u.s.5.b.l	11	12	0.84314
Pandora	p.1.n.d.or.r0.5	7	7	0.84314
pestering	p.E.s.t.56.r0.I.N	9	8	0.84314
plunder	p.l.V.n.d.56	7	6	0.84314
progressed	p.r0.5.g.r0.E.s.t	10	8	0.84314
reputable	r0.E.p.j.u.t.5.b.l	9	9	0.84314
rudeness	r0.u.d.n.5.s	8	6	0.84314
skim	s.k.I.m	4	4	0.84314
woozy	w.u.z.i	5	4	0.84314
bawling	b.O.l.I.N	7	5	0.84314
clutches	k.l.V.tS.I0.z	8	6	0.84314
earplugs	ir.56.p.l.V.g.z	8	7	0.84314
elevate	E.l.I0.v.eI.t	7	6	0.84314
Ergo	36.g.oU	4	3	0.84314
extinguish	E.k.s.t.I.N.g.w.I0.S	10	10	0.84314
heightened	h.aI.t.5.n.d	10	6	0.84314
hounding	h.aU.n.d.I.N	8	6	0.84314
impaired	I.m.p.Er.d	8	5	0.84314
informs	I.n.f.or.m.z	7	6	0.84314
instinctively	I.n.s.t.I.N.k.t.I.v.l.i	13	12	0.84314
irreplaceable	I.r0.I0.p.l.eI.s.5.b.l	13	10	0.84314
irrigation	I.r0.I0.g.eI.S.5.n	10	8	0.84314
misleading	m.I0.s.l.i.d.I.N	10	8	0.84314
onset	A.n.s.E.t	5	5	0.84314
parades	p.56.r0.eI.d.z	7	6	0.84314
pigsty	p.I.g.s.t.aI	6	6	0.84314
pinning	p.I.n.I.N	7	5	0.84314
positioning	p.5.z.I.S.5.n.I.N	11	9	0.84314
sleek	s.l.i.k	5	4	0.84314
sprain	s.p.r0.eI.n	6	5	0.84314
surfaced	s.36.f.I.s.t	8	6	0.84314
whopper	w.A.p.56	7	4	0.84314
alcoholism	1.l.k.5.h.oU.l.I.z.5.m	10	11	0.84314
encoded	E.n.k.oU.d.I0.d	7	7	0.84314
gagged	g.1.g.d	6	4	0.84314
impressionable	I.m.p.r0.E.S.5.n.5.b.l	14	11	0.84314
mapping	m.1.p.I.N	7	5	0.84314
mistaking	m.I0.s.t.eI.k.I.N	9	8	0.84314
nurturing	n.36.tS.56.r0.I.N	9	7	0.84314
pinhead	p.I.n.h.E.d	7	6	0.84314
puked	p.j.u.k.t	5	5	0.84314
significantly	s.I.g.n.I.f.I0.k.5.n.t.l.i	13	13	0.84314
spaced	s.p.eI.s.t	6	5	0.84314
spaniel	s.p.1.n.j.l	7	6	0.84314
unplugged	V.n.p.l.V.g.d	9	7	0.84314
waltzing	w.A.l.t.s.I.N	8	7	0.84314
weaving	w.i.v.I.N	7	5	0.84314
assert	5.s.36.t	6	4	0.84314
bagging	b.1.g.I.N	7	5	0.84314
coastal	k.oU.s.t.l	7	5	0.84314
fiddling	f.I.d.l.I.N	8	6	0.84314
Hawking	h.O.k.I.N	7	5	0.84314
impromptu	I.m.p.r0.A.m.p.t.u	9	9	0.84314
memos	m.E.m.oU.z	5	5	0.84314
nosing	n.oU.z.I.N	6	5	0.84314
packaging	p.1.k.I0.dZ.I.N	9	7	0.84314
practitioner	p.r0.1.k.t.I.S.5.n.56	12	10	0.84314
projectile	p.r0.5.dZ.E.k.t.l	10	8	0.84314
reruns	r0.I0.r0.V.n.z	6	6	0.84314
revisit	r0.I0.v.I.s.I.t	7	7	0.84314
rigorous	r0.I.g.56.r0.5.s	8	7	0.84314
silenced	s.aI.l.5.n.s.t	8	7	0.84314
wimpy	w.I.m.p.i	5	5	0.84314
aliases	eI.l.ir.s.I0.z	7	6	0.84314
Captioning	k.1.p.S.5.n.I.N	10	8	0.84314
clobbered	k.l.A.b.56.d	9	6	0.84314
dropout	d.r0.A.p.aU.t	7	6	0.84314
dynamics	d.aI.n.1.m.I.k.s	8	8	0.84314
fabrication	f.1.b.r0.I0.k.eI.S.5.n	11	10	0.84314
handout	h.1.n.d.aU.t	7	6	0.84314
hooky	h.U.k.i	5	4	0.84314
inspectors	I.n.s.p.E.k.t.56.z	10	9	0.84314
mobster	m.A.b.s.t.56	7	6	0.84314
nightstand	n.aI.t.s.t.1.n.d	10	8	0.84314
shortness	S.or.t.n.5.s	9	6	0.84314
snout	s.n.aU.t	5	4	0.84314
suspenders	s.5.s.p.E.n.d.56.z	10	9	0.84314
trinkets	t.r0.I.N.k.I0.t.s	8	8	0.84314
trumpets	t.r0.V.m.p.I0.t.s	8	8	0.84314
weakling	w.i.k.l.I.N	8	6	0.84314
celibacy	s.E.l.I0.b.5.s.i	8	8	0.84314
destinies	d.E.s.t.I.n.I.z	9	8	0.84314
eviction	I0.v.I.k.S.5.n	8	7	0.84314
frock	f.r0.A.k	5	4	0.84314
Google	g.u.g.l	6	4	0.84314
infatuation	I.n.f.1.t.j.u.eI.S.5.n	11	11	0.84314
ladylike	l.eI.d.I0.l.aI.k	8	7	0.84314
mingling	m.I.N.g.5.l.I.N	8	8	0.84314
modification	m.A.d.I0.f.I0.k.eI.S.5.n	12	11	0.84314
monotonous	m.5.n.A.t.5.n.5.s	10	9	0.84314
munch	m.V.n.tS	5	4	0.84314
nothingness	n.V.T.I.N.n.5.s	11	8	0.84314
ovaries	oU.v.56.r0.i.z	7	6	0.84314
philosophers	f.I.l.A.s.5.f.56.z	12	9	0.84314
reroute	r0.I0.r0.aU.t	7	5	0.84314
snorts	s.n.or.t.s	6	5	0.84314
trimester	t.r0.aI.m.E.s.t.56	9	8	0.84314
acquiring	5.k.w.aI.56.r0.I.N	9	8	0.84314
ambassadors	5.m.b.1.s.5.d.56.z	11	9	0.84314
barbecued	b.Ar.b.I0.k.j.u.d	9	8	0.84314
coerced	k.oU.36.s.t	7	5	0.84314
flicks	f.l.I.k.s	6	5	0.84314
Gemini	dZ.E.m.I0.n.aI	6	6	0.84314
heirloom	Er.l.u.m	8	4	0.84314
inept	I.n.E.p.t	5	5	0.84314
penises	p.i.n.I0.s.I0.z	7	7	0.84314
pickups	p.I.k.V.p.s	7	6	0.84314
skylight	s.k.aI.l.aI.t	8	6	0.84314
stubs	s.t.V.b.z	5	5	0.84314
submerged	s.5.b.m.36.dZ.d	9	7	0.84314
blubber	b.l.V.b.56	7	5	0.84314
brotherly	b.r0.V.D.56.l.i	9	7	0.84314
chromosomes	k.r0.oU.m.5.s.oU.m.z	11	9	0.84314
civilizations	s.I.v.I0.l.5.z.eI.S.5.n.z	13	12	0.84314
conveyor	k.A.n.v.eI.56	8	6	0.84314
entrapment	E.n.t.r0.1.p.m.5.n.t	10	10	0.84314
hailed	h.eI.l.d	6	4	0.84314
Libya	l.I.b.I.j.5	5	6	0.84314
plop	p.l.A.p	4	4	0.84314
portray	p.or.t.r0.eI	7	5	0.84314
recycled	r0.I0.s.aI.k.l.d	8	7	0.84314
renovation	r0.I0.n.5.v.eI.S.5.n	10	9	0.84314
reptiles	r0.E.p.t.aI.l.z	8	7	0.84314
splat	s.p.l.1.t	5	5	0.84314
activation	1.k.t.I0.v.eI.S.5.n	10	9	0.84314
atone	5.t.oU.n	5	4	0.84314
booties	b.u.t.I.z	7	5	0.84314
creditors	k.r0.E.d.I.t.56.z	9	8	0.84314
individuality	I.n.d.I0.v.I.d.j.u.1.l.I0.t.i	13	14	0.84314
Keno	k.i.n.oU	4	4	0.84314
likable	l.aI.k.5.b.l	7	6	0.84314
parsley	p.Ar.s.l.i	7	5	0.84314
refuel	r0.I0.f.j.u.l	6	6	0.84314
sappy	s.1.p.i	5	4	0.84314
Unhand	V.n.h.1.n.d	6	6	0.84314
amputation	1.m.p.j.u.t.eI.S.5.n	10	10	0.84314
broomstick	b.r0.u.m.s.t.I.k	10	8	0.84314
damper	d.1.m.p.56	6	5	0.84314
displacement	d.I0.s.p.l.eI.s.m.5.n.t	12	11	0.84314
hooey	h.u.i	5	3	0.84314
sergeants	s.Ar.dZ.5.n.t.s	9	7	0.84314
transports	t.r0.1.n.s.p.or.t.s	10	9	0.84314
Velcro	v.E.l.k.r0.oU	6	6	0.84314
arches	Ar.tS.I0.z	6	4	0.84314
blowtorch	b.l.oU.t.or.tS	9	6	0.84314
compares	k.5.m.p.Er.z	8	6	0.84314
coppers	k.A.p.56.z	7	5	0.84314
fined	f.aI.n.d	5	4	0.84314
Guam	g.w.A.m	4	4	0.84314
laxative	l.1.k.s.5.t.I.v	8	8	0.84314
stressing	s.t.r0.E.s.I.N	9	7	0.84314
zinc	z.I.N.k	4	4	0.84314
bequeath	b.I0.k.w.i.T	8	6	0.84314
carnation	k.Ar.n.eI.S.5.n	9	7	0.84314
clang	k.l.1.N	5	4	0.84314
firefighters	f.aI.56.f.aI.t.56.z	12	8	0.84314
lineage	l.I.n.i.dZ	7	5	0.84314
newsletter	n.u.z.l.E.t.56	10	7	0.84314
sentries	s.E.n.t.r0.I.z	8	7	0.84314
styling	s.t.aI.l.I.N	7	6	0.84314
annex	1.n.E.k.s	5	5	0.84314
bullion	b.U.l.ir.n	7	5	0.84314
Cartier	k.Ar.t.I.j.56	7	6	0.84314
clanging	k.l.1.N.I0.N	8	6	0.84314
corns	k.or.n.z	5	4	0.84314
Honduras	h.A.n.d.j.Ur.r0.5.s	8	9	0.84314
Lurch	l.36.tS	5	3	0.84314
Pinto	p.I.n.t.oU	5	5	0.84314
swabs	s.w.A.b.z	5	5	0.84314
divinity	d.I0.v.I.n.I0.t.i	8	8	0.84314
invents	I.n.v.E.n.t.s	7	7	0.84314
mausoleum	m.O.s.5.l.i.j.5.m	9	9	0.84314
Perrier	p.E.r0.I.j.56	7	6	0.84314
Shah	S.A	4	2	0.84314
Almanac	A.l.m.5.n.1.k	7	7	0.84314
mantra	m.1.n.t.r0.5	6	6	0.84314
molester	m.5.l.E.s.t.56	8	7	0.84314
bombardment	b.A.m.b.Ar.d.m.5.n.t	11	10	0.84314
conning	k.A.n.I.N	7	5	0.84314
countermeasures	k.aU.n.t.5.m.E.Z.56.z	15	10	0.84314
doctrine	d.A.k.t.r0.I0.n	8	7	0.84314
quitters	k.w.I.t.56.z	8	6	0.84314
Cherie	S.Er.r0.i	6	4	0.84314
quiche	k.i.S	6	3	0.84314
risotto	r0.I.s.A.t.oU	7	6	0.84314
skydiving	s.k.aI.d.I.v.I.N	9	8	0.84314
Abbot	1.b.5.t	5	4	0.84314
Greenland	g.r0.i.n.l.5.n.d	9	8	0.84314
saturated	s.1.tS.56.r0.eI.t.I0.d	9	9	0.84314
Comanche	k.oU.m.1.n.tS	8	6	0.84314
Follies	f.A.l.I0.z	7	5	0.84314
shipyard	S.I.p.j.Ar.d	8	6	0.84314
subcommittee	s.V.b.k.5.m.I.t.i	12	9	0.84314
diddle	d.I.d.l	6	4	0.84314
Haw	h.O	3	2	0.84314
Medevac	m.E.d.I0.v.1.k	7	7	0.84314
middleweight	m.I.d.l.u.eI.t	12	7	0.84314
yodel	j.oU.d.l	5	4	0.84314
Amor	1.m.56	4	3	0.84314
Carpe	k.Ar.p	5	3	0.84314
hyenas	h.aI.i.n.5.z	6	6	0.84314
neighing	n.eI.I.N	8	4	0.84314
omens	oU.m.E.n.z	5	5	0.84314
segregation	s.E.g.r0.I0.g.eI.S.5.n	11	10	0.84314
Flounder	f.l.aU.n.d.56	8	6	0.84314
Lansing	l.1.n.s.I.N	7	6	0.84314
stingers	s.t.I.N.g.56.z	8	7	0.84314
Apex	eI.p.E.k.s	4	5	0.84314
Argyle	Ar.g.aI.l	6	4	0.84314
Ezekiel	E.z.I0.k.i.l	7	6	0.84314
Belfast	b.E.l.f.1.s.t	7	7	0.84314
driftwood	d.r0.I.f.t.w.U.d	9	8	0.84314
Colombo	k.A.l.A.m.b.oU	7	7	0.84314
Somerset	s.V.m.5.s.E.t	8	7	0.84314
tweet	t.w.i.t	5	4	0.84314
Yam	j.1.m	3	3	0.84314
Flores	f.l.or.z	6	4	0.84314
Genoa	dZ.E.n.oU.5	5	5	0.84314
junket	dZ.V.N.k.I0.t	6	6	0.84314
Capote	k.1.p.oU.t	6	5	0.84314
Dundee	d.V.n.d.i	6	5	0.84314
Hummel	h.V.m.l	6	4	0.84314
Kraft	k.r0.1.f.t	5	5	0.84314
Lobo	l.oU.b.oU	4	4	0.84314
Triton	t.r0.aI.t.5.n	6	6	0.84314
Tesla	t.E.s.l.5	5	5	0.84314
Cinque	s.I.n.k	6	4	0.84314
Jennie	dZ.E.n.i	6	4	0.84314
monolith	m.A.n.oU.l.I.T	8	7	0.84314
Tuff	t.V.f	4	3	0.84314
diminish	d.I0.m.I.n.I0.S	8	7	0.82353
disagreed	d.I.s.5.g.r0.i.d	9	8	0.82353
housed	h.aU.z.d	6	4	0.82353
repairing	r0.I0.p.Er.r0.I.N	9	7	0.82353
exhibited	E.g.z.I.b.I.t.I0.d	9	9	0.82353
facade	f.5.s.A.d	6	5	0.82353
jerked	dZ.36.k.t	6	4	0.82353
squirm	s.k.w.36.m	6	5	0.82353
