line	tmin	tier	text	tmax
1	43.281591	e02_s2_seg	like_l_eng_eng_d	43.314017
2	43.314017	e02_s2_seg	like_i_eng_eng_d	43.401912
3	43.401912	e02_s2_seg	like_k-closure_eng_eng_d	43.465912
4	43.465912	e02_s2_seg	like_k-burst_eng_eng_d	43.482979
5	43.482979	e02_s2_seg	like_k-release_eng_eng_d_0	43.498344
6	45.019517	e02_s2_seg	like_l_eng_eng_d	45.032713
7	45.032713	e02_s2_seg	like_i_eng_eng_d	45.088470
8	45.088470	e02_s2_seg	like_k-closure_eng_eng_d	45.151215
9	45.151215	e02_s2_seg	like_k-burst_eng_eng_d	45.155656
10	45.155656	e02_s2_seg	like_k-release_eng_eng_d_0	45.164019
11	54.710446	e02_s2_seg	like_l_eng_eng_d	54.750987
12	54.750987	e02_s2_seg	like_i_eng_eng_d	54.902881
13	54.902881	e02_s2_seg	like_k-closure_eng_eng_d	55.020427
14	55.020427	e02_s2_seg	like_k-burst_eng_eng_d	55.029586
15	55.029586	e02_s2_seg	like_k-release_eng_eng_d_0	55.083954
16	57.355873	e02_s2_seg	like_l_eng_eng_d	57.387695
17	57.387695	e02_s2_seg	like_i_eng_eng_d	57.463408
18	57.463408	e02_s2_seg	like_k-closure_eng_eng_d	57.526164
19	57.526164	e02_s2_seg	like_k-burst_eng_eng_d	57.534731
20	57.534731	e02_s2_seg	like_k-release_eng_eng_d_0	57.562164
21	59.995367	e02_s2_seg	like_l_eng_eng_d	60.010766
22	60.010766	e02_s2_seg	like_i_eng_eng_d	60.095993
23	60.095993	e02_s2_seg	like_k-closure_eng_eng_d	60.155036
24	60.155036	e02_s2_seg	like_k-burst_eng_eng_d	60.163500
25	60.163500	e02_s2_seg	like_k-release_eng_eng_d_0	60.192959
26	73.738917	e02_s2_seg	yeah_y_eng_eng	73.787287
27	73.787287	e02_s2_seg	yeah_eah_eng_eng	74.124491
28	76.585885	e02_s2_seg	yeah_y_eng_eng	76.644038
29	76.644038	e02_s2_seg	yeah_eah_eng_eng	76.900598
30	77.471312	e02_s2_seg	like_l_eng_eng_d	77.492395
31	77.492395	e02_s2_seg	like_i_eng_eng_d	77.576729
32	77.576729	e02_s2_seg	like_k-closure_eng_eng_d	77.665712
33	77.665712	e02_s2_seg	like_k-burst_eng_eng_d	77.669158
34	77.669158	e02_s2_seg	like_k-release_eng_eng_d_0	77.727188
35	82.590362	e02_s2_seg	so-eng_s_eng_eng	82.665448
36	82.665448	e02_s2_seg	so-eng_o_eng_eng	82.728357
37	83.125340	e02_s2_seg	like_l_eng_eng_d	83.167413
38	83.167413	e02_s2_seg	like_i_eng_eng_d	83.252962
39	83.252962	e02_s2_seg	like_k-closure_eng_eng_d	83.327374
40	83.327374	e02_s2_seg	like_k-burst_eng_eng_d	83.367870
41	83.367870	e02_s2_seg	like_k-release_eng_eng_d_0	83.383426
42	89.504302	e02_s2_seg	like_l_eng_eng_d	89.531131
43	89.531131	e02_s2_seg	like_i_eng_eng_d	89.616174
44	89.616174	e02_s2_seg	like_k-closure_eng_eng_d	89.707797
45	89.707797	e02_s2_seg	like_k-burst_eng_eng_d	89.731082
46	89.731082	e02_s2_seg	like_k-release_eng_eng_d_0	89.759936
47	91.155408	e02_s2_seg	like_l_eng_eng_d	91.172192
48	91.172192	e02_s2_seg	like_i_eng_eng_d	91.242309
49	91.242309	e02_s2_seg	like_k-closure_eng_eng_d	91.317658
50	91.317658	e02_s2_seg	like_k-burst_eng_eng_d	91.323240
51	91.323240	e02_s2_seg	like_k-release_eng_eng_d_0	91.330593
52	92.902745	e02_s2_seg	so-eng_s_eng_eng	93.089444
53	93.089444	e02_s2_seg	so-eng_o_eng_eng	93.190911
54	93.194731	e02_s2_seg	like_l_eng_eng_d	93.226742
55	93.226742	e02_s2_seg	like_i_eng_eng_d	93.398570
56	93.398570	e02_s2_seg	like_k-closure_eng_eng_d	93.502113
57	93.502113	e02_s2_seg	like_k-burst_eng_eng_d	93.505704
58	93.505704	e02_s2_seg	like_k-release_eng_eng_d_0	93.513792
59	95.394014	e02_s2_seg	yeah_y_eng_eng	95.457299
60	95.457299	e02_s2_seg	yeah_eah_eng_eng	95.703596
61	98.839355	e02_s2_seg	like_l_eng_eng_d	98.864194
62	98.864194	e02_s2_seg	like_i_eng_eng_d	98.939620
63	98.939620	e02_s2_seg	like_k-closure_eng_eng_d	98.980210
64	98.980210	e02_s2_seg	like_k-burst_eng_eng_d	99.003232
65	99.003232	e02_s2_seg	like_k-release_eng_eng_d_0	99.020717
66	100.163621	e02_s2_seg	like_l_eng_eng_d	100.197320
67	100.197320	e02_s2_seg	like_i_eng_eng_d	100.297234
68	100.297234	e02_s2_seg	like_k-closure_eng_eng_d	100.343766
69	100.343766	e02_s2_seg	like_k-burst_eng_eng_d	100.382321
70	100.382321	e02_s2_seg	like_k-release_eng_eng_d_0	100.432177
71	103.335678	e02_s2_seg	like_l_eng_eng_d	103.363318
72	103.363318	e02_s2_seg	like_i_eng_eng_d	103.451329
73	103.451329	e02_s2_seg	like_k-closure_eng_eng_d	103.515578
74	103.515578	e02_s2_seg	like_k-burst_eng_eng_d	103.521883
75	103.521883	e02_s2_seg	like_k-release_eng_eng_d_0	103.546614
76	104.496946	e02_s2_seg	like_l_eng_eng_d	104.520535
77	104.520535	e02_s2_seg	like_i_eng_eng_d	104.582033
78	104.582033	e02_s2_seg	like_k-closure_eng_eng_d	104.668106
79	104.668106	e02_s2_seg	like_k-burst_eng_eng_d	104.680116
80	104.680116	e02_s2_seg	like_k-release_eng_eng_d_0	104.688180
81	105.449984	e02_s2_seg	so-eng_s_eng_eng	105.558553
82	105.558553	e02_s2_seg	so-eng_o_eng_eng	105.600155
83	105.604218	e02_s2_seg	like_l_eng_eng_d	105.636616
84	105.636616	e02_s2_seg	like_i_eng_eng_d	105.770257
85	105.770257	e02_s2_seg	like_k-closure_eng_eng_d	105.833432
86	105.833432	e02_s2_seg	like_k-burst_eng_eng_d	105.841904
87	105.841904	e02_s2_seg	like_k-release_eng_eng_d	105.897418
88	116.297871	e02_s2_seg	like_l_eng_eng_v	116.339823
89	116.339823	e02_s2_seg	like_i_eng_eng_v	116.429031
90	116.429031	e02_s2_seg	like_k-closure_eng_eng_v	116.495711
91	116.495711	e02_s2_seg	like_k-burst_eng_eng_v	116.517337
92	116.517337	e02_s2_seg	like_k-release_eng_eng_v_0	116.538564
93	119.394575	e02_s2_seg	like_l_eng_eng_d	119.442267
94	119.442267	e02_s2_seg	like_i_eng_eng_d	119.521393
95	119.521393	e02_s2_seg	like_k-closure_eng_eng_d	119.695721
96	119.695721	e02_s2_seg	like_k-burst_eng_eng_d	119.700713
97	119.700713	e02_s2_seg	like_k-release_eng_eng_d_0	119.710469
98	120.527607	e02_s2_seg	like_l_eng_eng_d	120.550485
99	120.550485	e02_s2_seg	like_i_eng_eng_d	120.583056
100	120.583056	e02_s2_seg	like_k-closure_eng_eng_d	120.650527
101	120.650527	e02_s2_seg	like_k-burst_eng_eng_d	120.678445
102	120.678445	e02_s2_seg	like_k-release_eng_eng_d_0	120.683486
103	122.693531	e02_s2_seg	yeah_y_eng_eng	122.738002
104	122.738002	e02_s2_seg	yeah_eah_eng_eng	123.107448
105	124.357456	e02_s2_seg	so-eng_s_eng_eng	124.474744
106	124.474744	e02_s2_seg	so-eng_o_eng_eng	124.583449
107	124.583449	e02_s2_seg	like_l_eng_eng_d	124.617018
108	124.617018	e02_s2_seg	like_i_eng_eng_d	124.739825
109	124.739825	e02_s2_seg	like_k-closure_eng_eng_d	124.822132
110	124.822132	e02_s2_seg	like_k-burst_eng_eng_d	124.858713
111	124.858713	e02_s2_seg	like_k-release_eng_eng_d_0	124.897407
112	127.823044	e02_s2_seg	like_l_eng_eng_d	127.843294
113	127.843294	e02_s2_seg	like_i_eng_eng_d	127.924294
114	127.924294	e02_s2_seg	like_k-closure_eng_eng_d	127.981679
115	127.981679	e02_s2_seg	like_k-burst_eng_eng_d	127.985604
116	127.985604	e02_s2_seg	like_k-release_eng_eng_d_0	127.993226
117	128.661713	e02_s2_seg	like_l_eng_eng_d	128.690058
118	128.690058	e02_s2_seg	like_i_eng_eng_d	128.755110
119	128.755110	e02_s2_seg	like_k-closure_eng_eng_d	128.771838
120	128.771838	e02_s2_seg	like_k-burst_eng_eng_d	128.777167
121	128.777167	e02_s2_seg	like_k-release_eng_eng_d_0	128.788387
122	130.710990	e02_s2_seg	like_l_eng_eng_d	130.750049
123	130.750049	e02_s2_seg	like_i_eng_eng_d	130.852150
124	130.852150	e02_s2_seg	like_k-closure_eng_eng_d	130.910407
125	130.910407	e02_s2_seg	like_k-burst_eng_eng_d	130.926842
126	130.926842	e02_s2_seg	like_k-release_eng_eng_d_0	130.937806
127	132.046617	e02_s2_seg	like_l_eng_eng_d	132.073573
128	132.073573	e02_s2_seg	like_i_eng_eng_d	132.131848
129	132.131848	e02_s2_seg	like_k-closure_eng_eng_d	132.185689
130	132.185689	e02_s2_seg	like_k-burst_eng_eng_d	132.194873
131	132.194873	e02_s2_seg	like_k-release_eng_eng_d_0	132.203741
132	138.142841	e02_s2_seg	like_l_eng_eng_d	138.159740
133	138.159740	e02_s2_seg	like_i_eng_eng_d	138.233962
134	138.233962	e02_s2_seg	like_k-closure_eng_eng_d	138.295924
135	138.295924	e02_s2_seg	like_k-burst_eng_eng_d	138.307925
136	138.307925	e02_s2_seg	like_k-release_eng_eng_d_0	138.308738
137	147.354771	e02_s2_seg	yeah_y_eng_eng	147.399241
138	147.399241	e02_s2_seg	yeah_eah_eng_eng	147.479630
139	147.479630	e02_s2_seg	yeah_y_eng_eng	147.530942
140	147.530942	e02_s2_seg	yeah_eah_eng_eng	147.630145
141	147.630145	e02_s2_seg	yeah_y_eng_eng	147.691719
142	147.691719	e02_s2_seg	yeah_eah_eng_eng	147.994460
143	149.912366	e02_s2_seg	like_l_eng_eng_d	149.947472
144	149.947472	e02_s2_seg	like_i_eng_eng_d	150.054292
145	150.054292	e02_s2_seg	like_k-closure_eng_eng_d	150.134463
146	150.134463	e02_s2_seg	like_k-burst_eng_eng_d	150.138603
147	150.138603	e02_s2_seg	like_k-release_eng_eng_d_0	150.245868
148	151.557948	e02_s2_seg	like_l_eng_eng_d	151.605523
149	151.605523	e02_s2_seg	like_i_eng_eng_d	151.699274
150	151.699274	e02_s2_seg	like_k-closure_eng_eng_d	151.786029
151	151.786029	e02_s2_seg	like_k-burst_eng_eng_d	151.811510
152	151.811510	e02_s2_seg	like_k-release_eng_eng_d_0	151.833604
153	153.296456	e02_s2_seg	so-eng_s_eng_eng	153.391835
154	153.391835	e02_s2_seg	so-eng_o_eng_eng	153.434451
155	153.439701	e02_s2_seg	like_l_eng_eng_d	153.482518
156	153.482518	e02_s2_seg	like_i_eng_eng_d	153.585511
157	153.585511	e02_s2_seg	like_k-closure_eng_eng_d	153.651472
158	153.651472	e02_s2_seg	like_k-burst_eng_eng_d	153.700235
159	153.700235	e02_s2_seg	like_k-release_eng_eng_d_0	153.728140
160	154.179066	e02_s2_seg	like_l_eng_eng_d	154.205099
161	154.205099	e02_s2_seg	like_i_eng_eng_d	154.296778
162	154.296778	e02_s2_seg	like_k-closure_eng_eng_d	154.385910
163	154.385910	e02_s2_seg	like_k-burst_eng_eng_d	154.400171
164	154.400171	e02_s2_seg	like_k-release_eng_eng_d_0	154.422581
165	156.084356	e02_s2_seg	like_l_eng_eng_d	156.120544
166	156.120544	e02_s2_seg	like_i_eng_eng_d	156.213598
167	156.213598	e02_s2_seg	like_k-closure_eng_eng_d	156.267646
168	156.267646	e02_s2_seg	like_k-burst_eng_eng_d	156.294754
169	156.294754	e02_s2_seg	like_k-release_eng_eng_d_0	156.313033
170	162.236689	e02_s2_seg	like_l_eng_eng_d	162.268350
171	162.268350	e02_s2_seg	like_i_eng_eng_d	162.370218
172	162.370218	e02_s2_seg	like_k-closure_eng_eng_d	162.430082
173	162.430082	e02_s2_seg	like_k-burst_eng_eng_d	162.470709
174	162.470709	e02_s2_seg	like_k-release_eng_eng_d	162.578381
175	165.799132	e02_s2_seg	like_l_eng_eng_d	165.822457
176	165.822457	e02_s2_seg	like_i_eng_eng_d	165.895118
177	165.895118	e02_s2_seg	like_k-closure_eng_eng_d	165.948217
178	165.948217	e02_s2_seg	like_k-burst_eng_eng_d	165.953495
179	165.953495	e02_s2_seg	like_k-release_eng_eng_d_0	165.965020
180	166.637704	e02_s2_seg	like_l_eng_eng_d	166.659181
181	166.659181	e02_s2_seg	like_i_eng_eng_d	166.727998
182	166.727998	e02_s2_seg	like_k-closure_eng_eng_d	166.807137
183	166.807137	e02_s2_seg	like_k-burst_eng_eng_d	166.876814
184	166.876814	e02_s2_seg	like_k-release_eng_eng_d_0	166.897320
185	172.400124	e02_s2_seg	like_l_eng_eng_d	172.434048
186	172.434048	e02_s2_seg	like_i_eng_eng_d	172.492260
