line,tmin,tier,text,word,sound,lang_pre,lang_post,type,presence,tmax,duration,duration_ms,file_name,pair,prompt,speaker
1,32.405941,e00_s2_seg,so-jap_s_jap_jap,so-jap,s,jap,jap,NA,1,32.508439,0.1024980000000042,102.4980000000042,e00_b00_s2,e00,b00,s2
2,32.508439,e00_s2_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,32.566249,0.057809999999996364,57.809999999996364,e00_b00_s2,e00,b00,s2
3,146.072815,e00_s2_seg,yeah_y_jap_jap,yeah,y,jap,jap,NA,1,146.130505,0.05769000000000801,57.69000000000801,e00_b00_s2,e00,b00,s2
4,146.130505,e00_s2_seg,yeah_eah_jap_jap,yeah,eah,jap,jap,NA,1,146.23254,0.10203500000000076,102.03500000000076,e00_b00_s2,e00,b00,s2
5,158.18316,e00_s2_seg,like_l_eng_eng_d,like,l,eng,eng,d,1,158.228103,0.04494300000001772,44.94300000001772,e00_b00_s2,e00,b00,s2
6,158.228103,e00_s2_seg,like_i_eng_eng_d,like,i,eng,eng,d,1,158.274762,0.046659000000005335,46.659000000005335,e00_b00_s2,e00,b00,s2
7,158.274762,e00_s2_seg,like_k-closure_eng_eng_d,like,k-closure,eng,eng,d,1,158.425768,0.1510059999999953,151.0059999999953,e00_b00_s2,e00,b00,s2
8,158.425768,e00_s2_seg,like_k-burst_eng_eng_d,like,k-burst,eng,eng,d,1,158.4313,0.005531999999988102,5.531999999988102,e00_b00_s2,e00,b00,s2
9,158.4313,e00_s2_seg,like_k-release_eng_eng_d_0,like,k-release,eng,eng,d,0,158.471577,0.04027700000000323,40.27700000000323,e00_b00_s2,e00,b00,s2
10,172.914645,e00_s2_seg,like_l_eng_eng_d,like,l,eng,eng,d,1,172.961856,0.04721100000000433,47.21100000000433,e00_b00_s2,e00,b00,s2
11,172.961856,e00_s2_seg,like_i_eng_eng_d,like,i,eng,eng,d,1,173.02413,0.06227400000000216,62.27400000000216,e00_b00_s2,e00,b00,s2
12,173.02413,e00_s2_seg,like_k-closure_eng_eng_d,like,k-closure,eng,eng,d,1,173.165397,0.14126699999999914,141.26699999999914,e00_b00_s2,e00,b00,s2
13,173.165397,e00_s2_seg,like_k-burst_eng_eng_d,like,k-burst,eng,eng,d,1,173.180748,0.01535099999998124,15.35099999998124,e00_b00_s2,e00,b00,s2
14,173.180748,e00_s2_seg,like_k-release_eng_eng_d_0,like,k-release,eng,eng,d,0,173.22727,0.046522000000010166,46.522000000010166,e00_b00_s2,e00,b00,s2
15,173.987781,e00_s2_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,174.124458,0.13667699999999172,136.67699999999172,e00_b00_s2,e00,b00,s2
16,174.124458,e00_s2_seg,so-eng_o_eng_eng,so-eng,o,eng,eng,NA,1,174.239555,0.11509699999999157,115.09699999999157,e00_b00_s2,e00,b00,s2
17,176.13233,e00_s2_seg,like_l_eng_eng_d,like,l,eng,eng,d,1,176.174786,0.04245600000001559,42.45600000001559,e00_b00_s2,e00,b00,s2
18,176.174786,e00_s2_seg,like_i_eng_eng_d,like,i,eng,eng,d,1,176.23142000000001,0.056634000000002516,56.634000000002516,e00_b00_s2,e00,b00,s2
19,176.23142000000001,e00_s2_seg,like_k-closure_eng_eng_d,like,k-closure,eng,eng,d,1,176.395031,0.16361099999997464,163.61099999997464,e00_b00_s2,e00,b00,s2
20,176.395031,e00_s2_seg,like_k-burst_eng_eng_d,like,k-burst,eng,eng,d,1,176.400975,0.005943999999999505,5.943999999999505,e00_b00_s2,e00,b00,s2
21,176.400975,e00_s2_seg,like_k-release_eng_eng_d_0,like,k-release,eng,eng,d,0,176.409467,0.008492000000018152,8.492000000018152,e00_b00_s2,e00,b00,s2
22,230.749771,e00_s2_seg,nanka_na_jap_jap,nanka,na,jap,jap,NA,1,230.839166,0.08939499999999612,89.39499999999612,e00_b00_s2,e00,b00,s2
23,230.839166,e00_s2_seg,nanka_n_jap_jap,nanka,n,jap,jap,NA,1,230.864738,0.02557199999998261,25.57199999998261,e00_b00_s2,e00,b00,s2
24,230.864738,e00_s2_seg,nanka_ka_jap_jap,nanka,ka,jap,jap,NA,1,230.965428,0.10069000000001438,100.69000000001438,e00_b00_s2,e00,b00,s2
25,231.549252,e00_s2_seg,nanka_na_jap_jap,nanka,na,jap,jap,NA,1,231.639568,0.0903160000000014,90.3160000000014,e00_b00_s2,e00,b00,s2
26,231.639568,e00_s2_seg,nanka_n_jap_jap,nanka,n,jap,jap,NA,1,231.757456,0.11788799999999355,117.88799999999355,e00_b00_s2,e00,b00,s2
27,231.757456,e00_s2_seg,nanka_ka_jap_jap,nanka,ka,jap,jap,NA,1,231.946418,0.18896200000000363,188.96200000000363,e00_b00_s2,e00,b00,s2
28,240.53956,e00_s2_seg,so-jap_s_jap_jap,so-jap,s,jap,jap,NA,1,240.602664,0.06310400000000982,63.10400000000982,e00_b00_s2,e00,b00,s2
29,240.602664,e00_s2_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,240.777074,0.17440999999999462,174.40999999999462,e00_b00_s2,e00,b00,s2
30,273.297185,e00_s2_seg,so-jap_s_jap_jap,so-jap,s,jap,jap,NA,1,273.363942,0.06675699999999551,66.75699999999551,e00_b00_s2,e00,b00,s2
31,273.363942,e00_s2_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,273.513418,0.14947599999999284,149.47599999999284,e00_b00_s2,e00,b00,s2
32,313.296908,e00_s2_seg,nanka_na_jap_jap,nanka,na,jap,jap,NA,1,313.393954,0.09704600000003438,97.04600000003438,e00_b00_s2,e00,b00,s2
33,313.393954,e00_s2_seg,nanka_n_jap_jap,nanka,n,jap,jap,NA,1,313.428576,0.03462200000001303,34.62200000001303,e00_b00_s2,e00,b00,s2
34,313.428576,e00_s2_seg,nanka_ka_jap_jap,nanka,ka,jap,jap,NA,1,313.538621,0.11004499999995687,110.04499999995687,e00_b00_s2,e00,b00,s2
35,320.769694,e00_s2_seg,nanka_na_jap_jap,nanka,na,jap,jap,NA,1,320.87072,0.10102599999999029,101.02599999999029,e00_b00_s2,e00,b00,s2
36,320.87072,e00_s2_seg,nanka_n_jap_jap,nanka,n,jap,jap,NA,1,320.976617,0.10589699999997038,105.89699999997038,e00_b00_s2,e00,b00,s2
37,320.976617,e00_s2_seg,nanka_ka_jap_jap,nanka,ka,jap,jap,NA,1,321.185186,0.20856900000001133,208.56900000001133,e00_b00_s2,e00,b00,s2
38,328.330998,e00_s2_seg,nanka_na_jap_jap,nanka,na,jap,jap,NA,1,328.421124,0.09012599999999793,90.12599999999793,e00_b00_s2,e00,b00,s2
39,328.421124,e00_s2_seg,nanka_n_jap_jap,nanka,n,jap,jap,NA,1,328.460422,0.039297999999973854,39.297999999973854,e00_b00_s2,e00,b00,s2
40,328.460422,e00_s2_seg,nanka_ka_jap_jap,nanka,ka,jap,jap,NA,1,328.561455,0.10103300000002946,101.03300000002946,e00_b00_s2,e00,b00,s2
41,382.629584,e00_s2_seg,nanka_na_jap_jap,nanka,na,jap,jap,NA,1,382.837133,0.20754899999997178,207.54899999997178,e00_b00_s2,e00,b00,s2
42,382.837133,e00_s2_seg,nanka_n_jap_jap,nanka,n,jap,jap,NA,1,382.890392,0.05325900000002548,53.25900000002548,e00_b00_s2,e00,b00,s2
