line,tmin,tier,text,word,sound,lang_pre,lang_post,type,presence,tmax,duration,duration_ms,file_name,pair,prompt,speaker
1,14.114216,e07_s2_seg,so-jap_s_jap_jap,so-jap,s,jap,jap,NA,1,14.233808,0.11959199999999903,119.59199999999903,e07_b00_s2,e07,b00,s2
2,14.233808,e07_s2_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,14.337513,0.10370499999999971,103.70499999999971,e07_b00_s2,e07,b00,s2
3,50.468636,e07_s2_seg,like_l_eng_eng_d,like,l,eng,eng,d,1,50.52743,0.05879400000000601,58.79400000000601,e07_b00_s2,e07,b00,s2
4,50.52743,e07_s2_seg,like_i_eng_eng_d,like,i,eng,eng,d,1,50.618034,0.09060399999999902,90.60399999999902,e07_b00_s2,e07,b00,s2
5,50.618034,e07_s2_seg,like_k-closure_eng_eng_d,like,k-closure,eng,eng,d,1,50.681036,0.06300199999999734,63.00199999999734,e07_b00_s2,e07,b00,s2
6,50.681036,e07_s2_seg,like_k-burst_eng_eng_d,like,k-burst,eng,eng,d,1,50.747345,0.06630900000000395,66.30900000000395,e07_b00_s2,e07,b00,s2
7,50.747345,e07_s2_seg,like_k-release_eng_eng_d_0,like,k-release,eng,eng,d,0,50.77538,0.02803499999999559,28.03499999999559,e07_b00_s2,e07,b00,s2
8,65.40303,e07_s2_seg,nanka_na_jap_jap,nanka,na,jap,jap,NA,1,65.45032,0.04729000000000383,47.29000000000383,e07_b00_s2,e07,b00,s2
9,65.45032,e07_s2_seg,nanka_n_jap_jap,nanka,n,jap,jap,NA,1,65.48685,0.03652999999999906,36.52999999999906,e07_b00_s2,e07,b00,s2
10,65.48685,e07_s2_seg,nanka_ka_jap_jap,nanka,ka,jap,jap,NA,1,65.692895,0.20604499999998893,206.04499999998893,e07_b00_s2,e07,b00,s2
11,66.585679,e07_s2_seg,nanka_na_jap_jap,nanka,na,jap,jap,NA,1,66.736675,0.15099600000000635,150.99600000000635,e07_b00_s2,e07,b00,s2
12,66.736675,e07_s2_seg,nanka_n_jap_jap,nanka,n,jap,jap,NA,1,66.785852,0.04917700000000025,49.17700000000025,e07_b00_s2,e07,b00,s2
13,66.785852,e07_s2_seg,nanka_ka_jap_jap,nanka,ka,jap,jap,NA,1,66.993963,0.20811099999998817,208.11099999998817,e07_b00_s2,e07,b00,s2
14,92.703043,e07_s2_seg,nanka_na_jap_jap,nanka,na,jap,jap,NA,1,92.819571,0.11652800000000241,116.52800000000241,e07_b00_s2,e07,b00,s2
15,92.819571,e07_s2_seg,nanka_n_jap_jap,nanka,n,jap,jap,NA,1,92.851974,0.03240300000000218,32.40300000000218,e07_b00_s2,e07,b00,s2
