line,tmin,tier,text,word,sound,lang_pre,lang_post,type,presence,tmax,duration,duration_ms,file_name,pair,prompt,speaker
1,27.222607,e08_s1_seg,like_l_eng_eng_d,like,l,eng,eng,d,1,27.254157,0.0315499999999993,31.5499999999993,e08_a00_s1,e08,a00,s1
2,27.254157,e08_s1_seg,like_i_eng_eng_d,like,i,eng,eng,d,1,27.294873,0.04071599999999975,40.71599999999975,e08_a00_s1,e08,a00,s1
3,27.294873,e08_s1_seg,like_k-closure_eng_eng_d,like,k-closure,eng,eng,d,1,27.328969,0.03409600000000168,34.09600000000168,e08_a00_s1,e08,a00,s1
4,27.328969,e08_s1_seg,like_k-burst_eng_eng_d,like,k-burst,eng,eng,d,1,27.390821,0.06185199999999824,61.85199999999824,e08_a00_s1,e08,a00,s1
5,27.390821,e08_s1_seg,like_k-release_eng_eng_d_0,like,k-release,eng,eng,d,0,27.407847,0.017026000000001318,17.026000000001318,e08_a00_s1,e08,a00,s1
6,85.114241,e08_s1_seg,nanka_na_jap_jap,nanka,na,jap,jap,NA,1,85.291472,0.17723099999999192,177.23099999999192,e08_a00_s1,e08,a00,s1
7,85.291472,e08_s1_seg,nanka_n_jap_jap,nanka,n,jap,jap,NA,1,85.324238,0.03276599999999519,32.76599999999519,e08_a00_s1,e08,a00,s1
8,85.324238,e08_s1_seg,nanka_ka_jap_jap,nanka,ka,jap,jap,NA,1,85.513491,0.1892530000000079,189.2530000000079,e08_a00_s1,e08,a00,s1
9,85.96142,e08_s1_seg,nanka_na_jap_jap,nanka,na,jap,jap,NA,1,86.038871,0.07745099999999638,77.45099999999638,e08_a00_s1,e08,a00,s1
10,86.038871,e08_s1_seg,nanka_n_jap_jap,nanka,n,jap,jap,NA,1,86.065486,0.026615000000006717,26.615000000006717,e08_a00_s1,e08,a00,s1
11,86.065486,e08_s1_seg,nanka_ka_jap_jap,nanka,ka,jap,jap,NA,1,86.139351,0.07386499999999785,73.86499999999785,e08_a00_s1,e08,a00,s1
12,88.851256,e08_s1_seg,like_l_eng_eng_g,like,l,eng,eng,g,1,88.897335,0.046078999999991765,46.078999999991765,e08_a00_s1,e08,a00,s1
13,88.897335,e08_s1_seg,like_i_eng_eng_g,like,i,eng,eng,g,1,88.928425,0.031090000000006057,31.090000000006057,e08_a00_s1,e08,a00,s1
14,88.928425,e08_s1_seg,like_k-closure_eng_eng_g,like,k-closure,eng,eng,g,1,88.957566,0.029140999999995643,29.140999999995643,e08_a00_s1,e08,a00,s1
15,88.957566,e08_s1_seg,like_k-burst_eng_eng_g_0,like,k-burst,eng,eng,g,0,88.970393,0.012827000000001476,12.827000000001476,e08_a00_s1,e08,a00,s1
16,88.970393,e08_s1_seg,like_k-release_eng_eng_g_0,like,k-release,eng,eng,g,0,88.982619,0.012225999999998294,12.225999999998294,e08_a00_s1,e08,a00,s1
17,90.266327,e08_s1_seg,so-jap_s_eng_jap,so-jap,s,eng,jap,NA,1,90.359492,0.09316499999999905,93.16499999999905,e08_a00_s1,e08,a00,s1
18,90.359492,e08_s1_seg,so-jap_o_eng_jap,so-jap,o,eng,jap,NA,1,90.444749,0.08525699999999858,85.25699999999858,e08_a00_s1,e08,a00,s1
19,91.424472,e08_s1_seg,nanka_na_jap_jap,nanka,na,jap,jap,NA,1,91.5246,0.10012800000001221,100.12800000001221,e08_a00_s1,e08,a00,s1
20,91.5246,e08_s1_seg,nanka_n_jap_jap,nanka,n,jap,jap,NA,1,91.559135,0.0345349999999911,34.5349999999911,e08_a00_s1,e08,a00,s1
21,91.559135,e08_s1_seg,nanka_ka_jap_jap,nanka,ka,jap,jap,NA,1,91.661761,0.10262600000000077,102.62600000000077,e08_a00_s1,e08,a00,s1
22,92.513623,e08_s1_seg,nanka_na_jap_jap,nanka,na,jap,jap,NA,1,92.603567,0.08994400000000269,89.94400000000269,e08_a00_s1,e08,a00,s1
23,92.603567,e08_s1_seg,nanka_n_jap_jap,nanka,n,jap,jap,NA,1,92.623353,0.019785999999996307,19.785999999996307,e08_a00_s1,e08,a00,s1
24,92.623353,e08_s1_seg,nanka_ka_jap_jap,nanka,ka,jap,jap,NA,1,92.742088999999993,0.1187359999999984,118.7359999999984,e08_a00_s1,e08,a00,s1
25,95.110759,e08_s1_seg,so-jap_s_jap_jap,so-jap,s,jap,jap,NA,1,95.28727,0.17651100000000497,176.51100000000497,e08_a00_s1,e08,a00,s1
26,95.28727,e08_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,95.368449,0.08117899999999167,81.17899999999167,e08_a00_s1,e08,a00,s1
27,95.510131,e08_s1_seg,nanka_na_jap_jap,nanka,na,jap,jap,NA,1,95.65665,0.14651899999999785,146.51899999999785,e08_a00_s1,e08,a00,s1
28,95.65665,e08_s1_seg,nanka_n_jap_jap,nanka,n,jap,jap,NA,1,95.71191,0.055260000000004084,55.260000000004084,e08_a00_s1,e08,a00,s1
29,95.71191,e08_s1_seg,nanka_ka_jap_jap,nanka,ka,jap,jap,NA,1,95.948357,0.2364469999999983,236.4469999999983,e08_a00_s1,e08,a00,s1
30,98.456223,e08_s1_seg,so-jap_s_jap_jap,so-jap,s,jap,jap,NA,1,98.557339,0.10111600000000465,101.11600000000465,e08_a00_s1,e08,a00,s1
31,98.557339,e08_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,98.715308,0.15796899999999425,157.96899999999425,e08_a00_s1,e08,a00,s1
32,98.715308,e08_s1_seg,so-jap_s_jap_jap,so-jap,s,jap,jap,NA,1,98.823031,0.10772300000000712,107.72300000000712,e08_a00_s1,e08,a00,s1
33,98.823031,e08_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,98.959158,0.13612700000000189,136.12700000000189,e08_a00_s1,e08,a00,s1
34,107.816648,e08_s1_seg,so-jap_s_jap_jap,so-jap,s,jap,jap,NA,1,107.983165,0.16651699999999892,166.51699999999892,e08_a00_s1,e08,a00,s1
35,107.983165,e08_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,108.155873,0.17270800000000008,172.70800000000008,e08_a00_s1,e08,a00,s1
36,108.155873,e08_s1_seg,so-jap_s_jap_jap,so-jap,s,jap,jap,NA,1,108.287153,0.13128000000000384,131.28000000000384,e08_a00_s1,e08,a00,s1
37,108.287153,e08_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,108.399494,0.11234100000000069,112.34100000000069,e08_a00_s1,e08,a00,s1
