line,tmin,tier,text,word,sound,lang_pre,lang_post,type,presence,tmax,duration,duration_ms,file_name,pair,prompt,speaker,time,f1,f2,f3,gender
1,100.670708,e02_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,100.815194,0.14448600000000056,144.48600000000056,e02_a00_s1,e02,a00,s1,0.001,1317.29,2067.681,2878.317,female
1,100.670708,e02_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,100.815194,0.14448600000000056,144.48600000000056,e02_a00_s1,e02,a00,s1,0.002,1216.023,2092.303,2962.485,female
1,100.670708,e02_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,100.815194,0.14448600000000056,144.48600000000056,e02_a00_s1,e02,a00,s1,0.003,1235.812,2036.169,3847.017,female
1,100.670708,e02_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,100.815194,0.14448600000000056,144.48600000000056,e02_a00_s1,e02,a00,s1,0.004,1812.832,2670.53,3496.847,female
1,100.670708,e02_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,100.815194,0.14448600000000056,144.48600000000056,e02_a00_s1,e02,a00,s1,0.005,1354.331,2535.958,3239.314,female
1,100.670708,e02_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,100.815194,0.14448600000000056,144.48600000000056,e02_a00_s1,e02,a00,s1,0.006,396.124,1765.475,2625.784,female
1,100.670708,e02_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,100.815194,0.14448600000000056,144.48600000000056,e02_a00_s1,e02,a00,s1,0.007,956.482,1962.627,2779.325,female
1,100.670708,e02_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,100.815194,0.14448600000000056,144.48600000000056,e02_a00_s1,e02,a00,s1,0.008,1211.514,1967.224,2806.861,female
1,100.670708,e02_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,100.815194,0.14448600000000056,144.48600000000056,e02_a00_s1,e02,a00,s1,0.009,436.612,1649.774,3316.348,female
1,100.670708,e02_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,100.815194,0.14448600000000056,144.48600000000056,e02_a00_s1,e02,a00,s1,0.01,1710.2,2742.49,3711.757,female
1,100.670708,e02_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,100.815194,0.14448600000000056,144.48600000000056,e02_a00_s1,e02,a00,s1,0.011,513.939,1599.336,3379.05,female
1,100.670708,e02_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,100.815194,0.14448600000000056,144.48600000000056,e02_a00_s1,e02,a00,s1,0.012,555.513,2353.727,3109.317,female
1,100.670708,e02_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,100.815194,0.14448600000000056,144.48600000000056,e02_a00_s1,e02,a00,s1,0.013,1177.294,2282.784,3127.924,female
1,100.670708,e02_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,100.815194,0.14448600000000056,144.48600000000056,e02_a00_s1,e02,a00,s1,0.014,1714.364,2693.595,3505.504,female
1,100.670708,e02_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,100.815194,0.14448600000000056,144.48600000000056,e02_a00_s1,e02,a00,s1,0.015,570.804,1620.769,2469.217,female
1,100.670708,e02_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,100.815194,0.14448600000000056,144.48600000000056,e02_a00_s1,e02,a00,s1,0.016,2086.278,2915.422,3762.699,female
1,100.670708,e02_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,100.815194,0.14448600000000056,144.48600000000056,e02_a00_s1,e02,a00,s1,0.017,1138.279,2801.276,3690.64,female
1,100.670708,e02_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,100.815194,0.14448600000000056,144.48600000000056,e02_a00_s1,e02,a00,s1,0.018,616.937,2352.198,3238.51,female
1,100.670708,e02_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,100.815194,0.14448600000000056,144.48600000000056,e02_a00_s1,e02,a00,s1,0.019,1001.542,1945.118,3155.765,female
1,100.670708,e02_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,100.815194,0.14448600000000056,144.48600000000056,e02_a00_s1,e02,a00,s1,0.02,1200.706,2794.886,4081.118,female
1,100.670708,e02_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,100.815194,0.14448600000000056,144.48600000000056,e02_a00_s1,e02,a00,s1,0.021,1001.137,1730.147,2412.445,female
1,100.670708,e02_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,100.815194,0.14448600000000056,144.48600000000056,e02_a00_s1,e02,a00,s1,0.022,1432.659,2219.882,3764.2,female
1,100.670708,e02_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,100.815194,0.14448600000000056,144.48600000000056,e02_a00_s1,e02,a00,s1,0.023,931.644,2552.046,3402.147,female
1,100.670708,e02_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,100.815194,0.14448600000000056,144.48600000000056,e02_a00_s1,e02,a00,s1,0.024,1185.812,1764.938,2514.738,female
1,100.670708,e02_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,100.815194,0.14448600000000056,144.48600000000056,e02_a00_s1,e02,a00,s1,0.025,1727.813,2629.05,3675.964,female
1,100.670708,e02_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,100.815194,0.14448600000000056,144.48600000000056,e02_a00_s1,e02,a00,s1,0.026,1027.892,1629.576,2933.296,female
1,100.670708,e02_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,100.815194,0.14448600000000056,144.48600000000056,e02_a00_s1,e02,a00,s1,0.027,1377.446,2241.054,3051.853,female
1,100.670708,e02_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,100.815194,0.14448600000000056,144.48600000000056,e02_a00_s1,e02,a00,s1,0.028,694.341,1692.907,3276.705,female
1,100.670708,e02_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,100.815194,0.14448600000000056,144.48600000000056,e02_a00_s1,e02,a00,s1,0.029,1096.101,1933.614,2736.161,female
1,100.670708,e02_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,100.815194,0.14448600000000056,144.48600000000056,e02_a00_s1,e02,a00,s1,0.03,1191.334,2062.114,2969.927,female
1,100.670708,e02_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,100.815194,0.14448600000000056,144.48600000000056,e02_a00_s1,e02,a00,s1,0.031,624.528,2542.259,3482.664,female
1,100.670708,e02_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,100.815194,0.14448600000000056,144.48600000000056,e02_a00_s1,e02,a00,s1,0.032,852.451,1853.632,3040.2,female
1,100.670708,e02_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,100.815194,0.14448600000000056,144.48600000000056,e02_a00_s1,e02,a00,s1,0.033,995.398,1793.219,2446.971,female
1,100.670708,e02_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,100.815194,0.14448600000000056,144.48600000000056,e02_a00_s1,e02,a00,s1,0.034,646.342,1610.388,3788.061,female
