line,tmin,tier,text,word,sound,lang_pre,lang_post,type,presence,tmax,duration,duration_ms,file_name,pair,prompt,speaker,speaking,time,f1,f2,f3,gender
26,134.475349,e06_s1_seg,so-jap_s_jap_jap,so-jap,s,jap,jap,NA,1,134.612855,0.1375060000000019,137.5060000000019,e06_a00_s1,e06,a00,s1,s1,0.115,1129.995,1847.055,3006.7,female
26,134.475349,e06_s1_seg,so-jap_s_jap_jap,so-jap,s,jap,jap,NA,1,134.612855,0.1375060000000019,137.5060000000019,e06_a00_s1,e06,a00,s1,s1,0.116,1029.066,1754.131,2644.054,female
26,134.475349,e06_s1_seg,so-jap_s_jap_jap,so-jap,s,jap,jap,NA,1,134.612855,0.1375060000000019,137.5060000000019,e06_a00_s1,e06,a00,s1,s1,0.117,647.97,1429.149,2945.009,female
26,134.475349,e06_s1_seg,so-jap_s_jap_jap,so-jap,s,jap,jap,NA,1,134.612855,0.1375060000000019,137.5060000000019,e06_a00_s1,e06,a00,s1,s1,0.118,856.666,1754.206,2718.588,female
26,134.475349,e06_s1_seg,so-jap_s_jap_jap,so-jap,s,jap,jap,NA,1,134.612855,0.1375060000000019,137.5060000000019,e06_a00_s1,e06,a00,s1,s1,0.119,1125.628,1965.734,3516.537,female
26,134.475349,e06_s1_seg,so-jap_s_jap_jap,so-jap,s,jap,jap,NA,1,134.612855,0.1375060000000019,137.5060000000019,e06_a00_s1,e06,a00,s1,s1,0.12,1071.368,1834.699,2548.589,female
26,134.475349,e06_s1_seg,so-jap_s_jap_jap,so-jap,s,jap,jap,NA,1,134.612855,0.1375060000000019,137.5060000000019,e06_a00_s1,e06,a00,s1,s1,0.121,718.744,1451.243,2141.05,female
26,134.475349,e06_s1_seg,so-jap_s_jap_jap,so-jap,s,jap,jap,NA,1,134.612855,0.1375060000000019,137.5060000000019,e06_a00_s1,e06,a00,s1,s1,0.122,944.629,1708.513,3007.442,female
26,134.475349,e06_s1_seg,so-jap_s_jap_jap,so-jap,s,jap,jap,NA,1,134.612855,0.1375060000000019,137.5060000000019,e06_a00_s1,e06,a00,s1,s1,0.123,838.686,1550.187,2272.109,female
26,134.475349,e06_s1_seg,so-jap_s_jap_jap,so-jap,s,jap,jap,NA,1,134.612855,0.1375060000000019,137.5060000000019,e06_a00_s1,e06,a00,s1,s1,0.124,1121.862,1823.636,2737.886,female
26,134.475349,e06_s1_seg,so-jap_s_jap_jap,so-jap,s,jap,jap,NA,1,134.612855,0.1375060000000019,137.5060000000019,e06_a00_s1,e06,a00,s1,s1,0.125,1187.162,1894.772,3217.826,female
26,134.475349,e06_s1_seg,so-jap_s_jap_jap,so-jap,s,jap,jap,NA,1,134.612855,0.1375060000000019,137.5060000000019,e06_a00_s1,e06,a00,s1,s1,0.126,750.703,1511.648,2279.557,female
26,134.475349,e06_s1_seg,so-jap_s_jap_jap,so-jap,s,jap,jap,NA,1,134.612855,0.1375060000000019,137.5060000000019,e06_a00_s1,e06,a00,s1,s1,0.127,983.479,1671.222,2185.487,female
26,134.475349,e06_s1_seg,so-jap_s_jap_jap,so-jap,s,jap,jap,NA,1,134.612855,0.1375060000000019,137.5060000000019,e06_a00_s1,e06,a00,s1,s1,0.128,869.335,1536.488,2165.336,female
26,134.475349,e06_s1_seg,so-jap_s_jap_jap,so-jap,s,jap,jap,NA,1,134.612855,0.1375060000000019,137.5060000000019,e06_a00_s1,e06,a00,s1,s1,0.129,789.373,1430.715,2156.752,female
26,134.475349,e06_s1_seg,so-jap_s_jap_jap,so-jap,s,jap,jap,NA,1,134.612855,0.1375060000000019,137.5060000000019,e06_a00_s1,e06,a00,s1,s1,0.13,859.322,1628.433,2373.765,female
26,134.475349,e06_s1_seg,so-jap_s_jap_jap,so-jap,s,jap,jap,NA,1,134.612855,0.1375060000000019,137.5060000000019,e06_a00_s1,e06,a00,s1,s1,0.131,959.793,1684.399,2452.597,female
26,134.475349,e06_s1_seg,so-jap_s_jap_jap,so-jap,s,jap,jap,NA,1,134.612855,0.1375060000000019,137.5060000000019,e06_a00_s1,e06,a00,s1,s1,0.132,916.169,1443.913,2117.71,female
26,134.475349,e06_s1_seg,so-jap_s_jap_jap,so-jap,s,jap,jap,NA,1,134.612855,0.1375060000000019,137.5060000000019,e06_a00_s1,e06,a00,s1,s1,0.133,944.331,1653.155,2367.743,female
26,134.475349,e06_s1_seg,so-jap_s_jap_jap,so-jap,s,jap,jap,NA,1,134.612855,0.1375060000000019,137.5060000000019,e06_a00_s1,e06,a00,s1,s1,0.134,952.165,1660.602,2358.686,female
26,134.475349,e06_s1_seg,so-jap_s_jap_jap,so-jap,s,jap,jap,NA,1,134.612855,0.1375060000000019,137.5060000000019,e06_a00_s1,e06,a00,s1,s1,0.135,1181.207,1930.118,2744.766,female
26,134.475349,e06_s1_seg,so-jap_s_jap_jap,so-jap,s,jap,jap,NA,1,134.612855,0.1375060000000019,137.5060000000019,e06_a00_s1,e06,a00,s1,s1,0.136,617.157,1444.976,2435.001,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.001,1170.975,2052.149,2927.663,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.002,1006.659,1787.9,2725.295,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.003,389.4,1702.935,2774.705,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.004,378.68,1867.518,2712.909,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.005,687.897,2439.706,3240.179,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.006,983.802,1717.016,2906.879,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.007,441.324,1460.886,2133.364,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.008,1297.657,2125.045,3599.603,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.009,1186.505,2606.047,3314.58,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.01,1136.395,2017.35,4021.748,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.011,1262.311,1922.389,2960.339,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.012,423.845,1676.996,2456.529,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.013,1394.304,2127.792,3089.336,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.014,891.705,1705.337,3511.636,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.015,377.925,1278.415,3149.087,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.016,506.803,1740.612,2623.609,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.017,619.788,1676.211,2548.483,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.018,451.702,1763.529,2494.267,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.019,1184.691,1845.391,3149.063,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.02,883.55,1673.658,3215.205,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.021,783.256,1714.368,2565.776,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.022,520.85,1335.726,2193.189,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.023,503.738,1449.06,2210.226,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.024,697.707,1523.499,2337.327,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.025,711.577,1474.439,2306.361,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.026,557.356,1370.472,2192.338,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.027,452.059,1321.815,2153.781,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.028,608.224,1388.202,2185.037,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.029,163.116,1065.735,2927.72,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.03,458.851,1894.921,2882.309,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.031,457.634,1465.137,2229.679,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.032,935.259,1799.772,3126.435,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.033,667.388,1525.655,2958.368,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.034,377.61,1194.714,2041.965,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.035,304.693,1733.125,2661.515,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.036,505.66,1691.383,3007.261,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.037,352.654,1803.391,2662.834,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.038,1426.279,2173.514,2959.406,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.039,559.13,1338.647,2381.116,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.04,735.956,1615.877,2699.525,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.041,937.951,1890.014,2790.5,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.042,908.621,1824.401,2636.216,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.043,804.893,1668.439,2526.081,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.044,760.68,1596.677,2544.861,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.045,739.369,1643.726,2709.676,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.046,571.029,1512.002,2068.934,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.047,914.122,1762.591,2774.291,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.048,984.738,2740.554,3653.808,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.049,514.551,1624.14,2593.306,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.05,527.477,1596.219,2600.162,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.051,504.02,1490.414,2911.83,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.052,593.378,1494.39,3025.831,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.053,410.733,1133.415,2689.211,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.054,387.728,1784.072,2857.141,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.055,1544.028,2943.322,3747.178,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.056,1468.172,2501.205,3328.201,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.057,1136.591,2082.895,3020.629,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.058,857.472,2305.173,3242.843,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.059,644.534,1633.022,2757.262,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.06,933.912,1855.065,2737.565,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.061,765.773,1698.226,2557.749,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.062,828.62,1536.606,2321.681,female
27,134.612855,e06_s1_seg,so-jap_o_jap_jap,so-jap,o,jap,jap,NA,1,134.677533,0.06467800000001489,64.67800000001489,e06_a00_s1,e06,a00,s1,s1,0.063,758.63,2051.021,3303.266,female
28,154.484664,e06_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,154.576341,0.09167700000000423,91.67700000000423,e06_a00_s1,e06,a00,s1,s1,0.001,639.313,1552.483,2421.012,female
28,154.484664,e06_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,154.576341,0.09167700000000423,91.67700000000423,e06_a00_s1,e06,a00,s1,s1,0.002,989.075,1968.083,2877.266,female
28,154.484664,e06_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,154.576341,0.09167700000000423,91.67700000000423,e06_a00_s1,e06,a00,s1,s1,0.003,879.301,1885.963,2889.26,female
28,154.484664,e06_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,154.576341,0.09167700000000423,91.67700000000423,e06_a00_s1,e06,a00,s1,s1,0.004,1644.581,2556.625,3532.609,female
28,154.484664,e06_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,154.576341,0.09167700000000423,91.67700000000423,e06_a00_s1,e06,a00,s1,s1,0.005,562.892,2300.232,3091.657,female
28,154.484664,e06_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,154.576341,0.09167700000000423,91.67700000000423,e06_a00_s1,e06,a00,s1,s1,0.006,1054.017,2472.523,3846.984,female
28,154.484664,e06_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,154.576341,0.09167700000000423,91.67700000000423,e06_a00_s1,e06,a00,s1,s1,0.007,627.577,2219.74,3017.971,female
28,154.484664,e06_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,154.576341,0.09167700000000423,91.67700000000423,e06_a00_s1,e06,a00,s1,s1,0.008,846.726,2024.639,3695.71,female
28,154.484664,e06_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,154.576341,0.09167700000000423,91.67700000000423,e06_a00_s1,e06,a00,s1,s1,0.009,772.511,2639.352,3439.036,female
28,154.484664,e06_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,154.576341,0.09167700000000423,91.67700000000423,e06_a00_s1,e06,a00,s1,s1,0.01,1295.007,3048.019,3768.702,female
28,154.484664,e06_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,154.576341,0.09167700000000423,91.67700000000423,e06_a00_s1,e06,a00,s1,s1,0.011,1136.639,2159.432,3146.074,female
28,154.484664,e06_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,154.576341,0.09167700000000423,91.67700000000423,e06_a00_s1,e06,a00,s1,s1,0.012,1177.655,2380.384,3181.851,female
28,154.484664,e06_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,154.576341,0.09167700000000423,91.67700000000423,e06_a00_s1,e06,a00,s1,s1,0.013,961.81,1991.134,3034.485,female
28,154.484664,e06_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,154.576341,0.09167700000000423,91.67700000000423,e06_a00_s1,e06,a00,s1,s1,0.014,701.331,2369.627,3507.791,female
28,154.484664,e06_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,154.576341,0.09167700000000423,91.67700000000423,e06_a00_s1,e06,a00,s1,s1,0.015,1149.813,2055.436,3386.289,female
28,154.484664,e06_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,154.576341,0.09167700000000423,91.67700000000423,e06_a00_s1,e06,a00,s1,s1,0.016,1139.277,2000.182,3376.737,female
28,154.484664,e06_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,154.576341,0.09167700000000423,91.67700000000423,e06_a00_s1,e06,a00,s1,s1,0.017,1088.126,2083.635,3116.014,female
28,154.484664,e06_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,154.576341,0.09167700000000423,91.67700000000423,e06_a00_s1,e06,a00,s1,s1,0.018,522.983,1346.892,3094.69,female
28,154.484664,e06_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,154.576341,0.09167700000000423,91.67700000000423,e06_a00_s1,e06,a00,s1,s1,0.019,890.99,2608.817,3330.268,female
28,154.484664,e06_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,154.576341,0.09167700000000423,91.67700000000423,e06_a00_s1,e06,a00,s1,s1,0.02,973.758,2024.602,2823.448,female
28,154.484664,e06_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,154.576341,0.09167700000000423,91.67700000000423,e06_a00_s1,e06,a00,s1,s1,0.021,1037.377,1950.137,3882.449,female
28,154.484664,e06_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,154.576341,0.09167700000000423,91.67700000000423,e06_a00_s1,e06,a00,s1,s1,0.022,697.532,1661.418,3225.259,female
28,154.484664,e06_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,154.576341,0.09167700000000423,91.67700000000423,e06_a00_s1,e06,a00,s1,s1,0.023,973.518,1808.999,2896.797,female
28,154.484664,e06_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,154.576341,0.09167700000000423,91.67700000000423,e06_a00_s1,e06,a00,s1,s1,0.024,966.446,2379.788,3313.249,female
28,154.484664,e06_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,154.576341,0.09167700000000423,91.67700000000423,e06_a00_s1,e06,a00,s1,s1,0.025,1000.49,2028.903,3037.919,female
28,154.484664,e06_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,154.576341,0.09167700000000423,91.67700000000423,e06_a00_s1,e06,a00,s1,s1,0.026,608.708,1510.745,3033.957,female
28,154.484664,e06_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,154.576341,0.09167700000000423,91.67700000000423,e06_a00_s1,e06,a00,s1,s1,0.027,736.701,1592.887,3537.292,female
28,154.484664,e06_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,154.576341,0.09167700000000423,91.67700000000423,e06_a00_s1,e06,a00,s1,s1,0.028,1047.619,2246.242,3320.765,female
28,154.484664,e06_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,154.576341,0.09167700000000423,91.67700000000423,e06_a00_s1,e06,a00,s1,s1,0.029,1999.192,3121.633,3956.051,female
28,154.484664,e06_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,154.576341,0.09167700000000423,91.67700000000423,e06_a00_s1,e06,a00,s1,s1,0.03,1274.625,2119.084,2955.177,female
28,154.484664,e06_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,154.576341,0.09167700000000423,91.67700000000423,e06_a00_s1,e06,a00,s1,s1,0.031,846.241,2054.384,2937.221,female
28,154.484664,e06_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,154.576341,0.09167700000000423,91.67700000000423,e06_a00_s1,e06,a00,s1,s1,0.032,1564.77,2371.24,3542.233,female
28,154.484664,e06_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,154.576341,0.09167700000000423,91.67700000000423,e06_a00_s1,e06,a00,s1,s1,0.033,816.946,1919.484,3504.497,female
28,154.484664,e06_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,154.576341,0.09167700000000423,91.67700000000423,e06_a00_s1,e06,a00,s1,s1,0.034,1753.067,3026.768,3831.413,female
28,154.484664,e06_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,154.576341,0.09167700000000423,91.67700000000423,e06_a00_s1,e06,a00,s1,s1,0.035,1079.949,1958.275,2954.82,female
28,154.484664,e06_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,154.576341,0.09167700000000423,91.67700000000423,e06_a00_s1,e06,a00,s1,s1,0.036,984.635,2082.8,3034.912,female
28,154.484664,e06_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,154.576341,0.09167700000000423,91.67700000000423,e06_a00_s1,e06,a00,s1,s1,0.037,484.123,1369.302,3129.343,female
28,154.484664,e06_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,154.576341,0.09167700000000423,91.67700000000423,e06_a00_s1,e06,a00,s1,s1,0.038,1762.985,2539.839,3993.57,female
28,154.484664,e06_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,154.576341,0.09167700000000423,91.67700000000423,e06_a00_s1,e06,a00,s1,s1,0.039,833.862,2287.017,3398.876,female
28,154.484664,e06_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,154.576341,0.09167700000000423,91.67700000000423,e06_a00_s1,e06,a00,s1,s1,0.04,870.636,2515.201,3233.702,female
28,154.484664,e06_s1_seg,so-eng_s_eng_eng,so-eng,s,eng,eng,NA,1,154.576341,0.09167700000000423,91.67700000000423,e06_a00_s1,e06,a00,s1,s1,0.041,1790.444,2678.597,3500.632,female
