tier	utterance	duration_s
e08_a00_s2_jap	イイ　ヨ　サキ	1.0361084973943253
e08_a00_s2_jap	ンー　ンー　ンー	0.8604968876664749
e08_a00_s2_jap	アソウ　ナン　ダ　シランカッタ	1.5453821656050977
e08_a00_s2_jap	エット	1.4400151997683892
e08_a00_s2_jap	グレード　ワン　カラ　グレード　ファイブ　ノ　アイダ　ゴネンカン　グライ　チョット　ナンサイ　カ　ワカンナイン　デス　ケド　<breath>　コノ　ゴネンカン　イタリア　ノ　ミラノ　ニ　スンデイテ　ソノ　アト　ニネンジャク　カナダ　ノ　カルガリー　ッテ　トコ　ニスンデマシタ	12.645500009716564
e08_a00_s2_jap	ハイ　<cough>	1.4048928778228102
e08_a00_s2_jap	デ　？	1.7912384192240864
e08_a00_s2_jap	ユニーク　ダ　ト　オモウ	0.9131803705848256
e08_a00_s2_jap	ンー　<laugh>	2.0985587362478384
e08_a00_s2_jap	？	0.965863853503194
e08_a00_s2_jap	ナンダロウ	0.39512612188767093
e08_a00_s2_jap	<laugh>　ヒドイ　ソノ　イーカタ	5.048833779675732
e08_a00_s2_jap	ンー　デモ　ソレ　ハ　スッ　スゴイ　イワレル	2.010752931383905
e08_a00_s2_jap	ソー　ソー	1.053669658367113
e08_a00_s2_jap	ンー　ンー　ンー　ンー　ンー　ネ	1.6331879704690238
e08_a00_s2_jap	イワレル	1.1151337217718549
e08_a00_s2_jap	<laugh>	1.4801725055518489
e08_a00_s2_jap	ソー　タシカ　ニ　ジャー　チョット　フシギ　ナ　カンジ　ノ　ニホンジン　	4.609804755356095
e08_a00_s2_jap	ナカミ　ガ　チガウ	0.8956192096120503
e08_a00_s2_jap	ヤッパ　ンー　ンー　カワル	1.5278210046323153
e08_a00_s2_jap	ニホン　ニ　モドッテル　コト　ニ　ツイテ　アナタ　ハ　ウニーク　ト　オモウ　ソレ　モ　ソー　カ　ナ	3.6000379994209624
e08_a00_s2_jap	ンー	0.509273668210767
e08_a00_s2_jap	ンー	0.30732031702373774
e08_a00_s2_jap	ンー　ンー　ンー	0.7375687608569876
e08_a00_s2_jap	ンー	0.8517163071800837
e08_a00_s2_jap	ナンカ	0.24585625361899588
e08_a00_s2_jap	<laugh>	2.001972350897489
e08_a00_s2_jap	アー　ソー	2.318073248407643
e08_a00_s2_jap	サンッ　ソー	1.1414754632310178
e08_a00_s2_jap	ソー　ソー　ソー　ソー	0.9483026925304046
e08_a00_s2_jap	サンカクゴ　ガ　マザッタリ　トカ　シチャウ	1.7912384192241007
e08_a00_s2_jap	ワタシ　ノ　イモート　トカ	1.0448890778807254
e08_a00_s2_jap	ヤ　ホント　ニ	0.7112270193977963
e08_a00_s2_jap	ンー	0.509273668210767
e08_a00_s2_jap	ソー	0.40390670237405857
e08_a00_s2_jap	ソレ　ハ　カイガイ　イカナイ　ト　ナカナカ	2.045875253329484
e08_a00_s2_jap	ミ　ニ　ツカナイ　カモ　シレナイ	3.5889914617966383
e08_a00_s2_jap	ニホン	0.5004930877243794
e08_a00_s2_jap	テイウカ　ナンデモ　イー　ノ　カ　ナ	1.0273279169079217
e08_a00_s2_jap	トイレ　<laugh>	1.5190404241459419
e08_a00_s2_jap	<laugh>	0.46537076577880043
e08_a00_s2_jap	ヤ　ホント　ニ	1.922947126519972
e08_a00_s2_jap	ンー	0.17561160972783796
e08_a00_s2_jap	コンビニ	0.5268348291835707
e08_a00_s2_jap	<laugh>	1.0273279169079217
e08_a00_s2_jap	ンー	0.3512232194556759
e08_a00_s2_jap	ソー　ダ　ネ	0.5092736682107954
e08_a00_s2_jap	クルマ　ナイ　ト　ムリ　ナ　トコ　アル　シ　ネ　カナ　トカ　ナ	2.4761236971627056
e08_a00_s2_jap	アー　アト　クツ　ヌグ　ノ　モ	1.0975725607990796
e08_a00_s2_jap	？　ナン　クツ　ニイダ　ホー　ガ　イー	1.202939526635788
e08_a00_s2_jap	カラ　チョット　イタリアジン　トカ　ヌガナイ　カラ	3.099544911696597
e08_a00_s2_jap	チョット　ソレ　ガ　イヤ　ダッタ	2.29173150694848
e08_a00_s2_jap	カイガイ　デ　ヨリ　コノム　コト　ナンダロー	2.441001375217155
e08_a00_s2_jap	アー　ナンカ　フレンドリーサ　ナンカ　モット　オープン　ナ　カンジ	2.8097857556456347
